VSP,Pango_Lineage,Collection_Date,Rationale,Percent_5x_Coverage,Mean_Coverage,GISAID_ID,NCBI_Accession
VSP2846,B.1.525,5/18/2021,surveillance,99.4,5486,hCoV-19/USA/PA-VSP2846/2021,
VSP2847,B.1.526,5/18/2021,surveillance,99.7,1538,hCoV-19/USA/PA-VSP2847/2021,OK246553
VSP2848,B.1.1.7,5/18/2021,surveillance,99.7,882,hCoV-19/USA/PA-VSP2848/2021,OK246554
VSP2849,B.1.1.7,5/18/2021,surveillance,99.1,206,hCoV-19/USA/PA-VSP2849/2021,OK246555
VSP2850,B.1.525,5/18/2021,surveillance,99.5,2231,hCoV-19/USA/PA-VSP2850/2021,
VSP2851,B.1.526,5/18/2021,surveillance,99.7,4653,hCoV-19/USA/PA-VSP2851/2021,OK246556
VSP2853,B.1.526,5/18/2021,surveillance,99.6,1906,hCoV-19/USA/PA-VSP2853/2021,OK246557
VSP2854,B.1.1.7,5/18/2021,surveillance,99.1,2055,hCoV-19/USA/PA-VSP2854/2021,OK246558
VSP2857,B.1.1.7,5/18/2021,surveillance,99.7,2430,hCoV-19/USA/PA-VSP2857/2021,OK246559
VSP2858,B.1.526,5/18/2021,surveillance,99.7,68262,hCoV-19/USA/PA-VSP2858/2021,OK246560
VSP2859,B.1.1.7,5/18/2021,surveillance,99.7,57833,hCoV-19/USA/PA-VSP2859/2021,OK246561
VSP2860,P.1.2,5/18/2021,surveillance,99.7,4359,hCoV-19/USA/PA-VSP2860/2021,OK246562
VSP2861,B.1.637,5/18/2021,surveillance,99.7,3271,hCoV-19/USA/PA-VSP2861/2021,OK246563
VSP2863,B.1.1.7,5/18/2021,surveillance,99.7,2271,hCoV-19/USA/PA-VSP2863/2021,OK246564
VSP2864,B.1.1.7,5/18/2021,surveillance,99.7,3689,hCoV-19/USA/PA-VSP2864/2021,OK246565
VSP2865,B.1.637,5/18/2021,surveillance,99.7,2398,hCoV-19/USA/PA-VSP2865/2021,OK246566
VSP2866,B.1.621,5/18/2021,surveillance,99.7,1759,hCoV-19/USA/PA-VSP2866/2021,OK246567
VSP2867,B.1.526,5/18/2021,surveillance,99.7,2669,hCoV-19/USA/PA-VSP2867/2021,OK246568
VSP2868,B.1.1.7,5/18/2021,surveillance,99.7,673,hCoV-19/USA/PA-VSP2868/2021,OK246569
VSP2869,B.1.1.7,5/18/2021,surveillance,99.7,2995,hCoV-19/USA/PA-VSP2869/2021,OK246570
VSP2870,B.1.1.7,5/18/2021,surveillance,99.7,3680,hCoV-19/USA/PA-VSP2870/2021,OK246571
VSP2871,B.1.1.7,5/18/2021,vaccine breakthrough,99.7,5156,hCoV-19/USA/PA-VSP2871/2021,OK246572
VSP2872,AY.10,5/18/2021,surveillance,99.7,4945,hCoV-19/USA/PA-VSP2872/2021,OK246573
VSP2873,B.1.1.7,5/18/2021,surveillance,99.7,1985,hCoV-19/USA/PA-VSP2873/2021,OK246574
VSP2874,B.1.1.7,5/18/2021,surveillance,99.7,3740,hCoV-19/USA/PA-VSP2874/2021,OK246575
VSP2875,B.1.1.7,5/18/2021,surveillance,99.7,4041,hCoV-19/USA/PA-VSP2875/2021,OK246576
VSP2876,B.1.1.7,5/18/2021,surveillance,99.7,2990,hCoV-19/USA/PA-VSP2876/2021,OK246577
VSP2877,B.1.1.7,5/18/2021,surveillance,99.7,3248,hCoV-19/USA/PA-VSP2877/2021,OK246578
VSP2878,B.1.1.7,5/18/2021,surveillance,99.7,4013,hCoV-19/USA/PA-VSP2878/2021,OK246579
VSP2879,B.1.1.7,5/18/2021,surveillance,99.7,2456,hCoV-19/USA/PA-VSP2879/2021,OK246580
VSP2880,B.1.1.7,5/18/2021,surveillance,99.7,1846,hCoV-19/USA/PA-VSP2880/2021,OK246581
VSP2885,B.1.1.7,5/24/2021,surveillance,99.7,2014,hCoV-19/USA/VSP2885/2021,MZ512918
VSP2886,B.1.1.7,5/24/2021,surveillance,99.7,1331,hCoV-19/USA/VSP2886/2021,MZ512919
VSP2887,B.1.526,5/24/2021,surveillance,99.7,2194,hCoV-19/USA/VSP2887/2021,MZ512920
VSP2888,B.1.1.7,5/24/2021,surveillance,99.7,2132,hCoV-19/USA/VSP2888/2021,MZ512921
VSP2889,B.1.637,5/24/2021,surveillance,99.3,329,hCoV-19/USA/VSP2889/2021,MZ512922
VSP2890,B.1.1.7,5/24/2021,surveillance,99.7,1960,hCoV-19/USA/VSP2890/2021,MZ512923
VSP2891,B.1.1.7,5/24/2021,surveillance,99.7,1989,hCoV-19/USA/VSP2891/2021,MZ512924
VSP2892,B.1.1.7,5/24/2021,surveillance,99.7,1791,hCoV-19/USA/VSP2892/2021,MZ512925
VSP2893,B.1.1.7,5/24/2021,surveillance,99.7,2797,hCoV-19/USA/VSP2893/2021,MZ512926
VSP2894,B.1.1.7,5/24/2021,surveillance,99.1,3043,hCoV-19/USA/VSP2894/2021,MZ512927
VSP2895,B.1.1.7,5/24/2021,surveillance,99.7,2727,hCoV-19/USA/VSP2895/2021,MZ512928
VSP2896,B.1.1.7,5/24/2021,surveillance,99.3,726,hCoV-19/USA/VSP2896/2021,MZ512929
VSP2897,B.1.1.7,5/24/2021,surveillance,99.3,538,hCoV-19/USA/VSP2897/2021,MZ512930
VSP2898,B.1.1.7,5/24/2021,surveillance,99.7,1081,hCoV-19/USA/VSP2898/2021,MZ512931
VSP2899,R.1,5/24/2021,vaccine breakthrough,99.7,2294,hCoV-19/USA/VSP2899/2021,MZ512932
VSP2900,P.1,5/24/2021,surveillance,99.7,1191,hCoV-19/USA/VSP2900/2021,MZ512933
VSP2901,B.1.1.7,5/24/2021,surveillance,99.7,1568,hCoV-19/USA/VSP2901/2021,MZ512934
VSP2902,B.1.1.7,5/24/2021,surveillance,99.7,2456,hCoV-19/USA/VSP2902/2021,MZ512935
VSP2903,P.1.2,5/24/2021,surveillance,99.7,1510,hCoV-19/USA/VSP2903/2021,MZ512936
VSP2904,B.1.1.7,5/24/2021,surveillance,99.7,2293,hCoV-19/USA/VSP2904/2021,MZ512937
VSP2906,B.1.1.7,5/24/2021,surveillance,99.7,2312,hCoV-19/USA/VSP2906/2021,MZ512938
VSP2907,B.1.1.7,5/24/2021,surveillance,99.7,2309,hCoV-19/USA/VSP2907/2021,MZ512939
VSP2908,B.1.526,5/24/2021,surveillance,99.7,2671,hCoV-19/USA/VSP2908/2021,MZ512940
VSP2909,B.1.1.7,5/24/2021,surveillance,99.3,463,hCoV-19/USA/VSP2909/2021,MZ512941
VSP2910,P.1,5/24/2021,surveillance,99.6,2069,hCoV-19/USA/VSP2910/2021,MZ512942
VSP2911,B.1.1.7,5/24/2021,surveillance,99.7,1933,hCoV-19/USA/VSP2911/2021,MZ512943
VSP2912,B.1.526,5/24/2021,surveillance,99.7,2699,hCoV-19/USA/VSP2912/2021,MZ512944
VSP2914,B.1.526,5/24/2021,surveillance,99.7,892,hCoV-19/USA/VSP2914/2021,MZ512945
VSP2915,P.1,5/24/2021,surveillance,99.7,2285,hCoV-19/USA/VSP2915/2021,MZ512946
VSP2916,B.1.1.7,5/24/2021,surveillance,99.7,1675,hCoV-19/USA/VSP2916/2021,MZ512947
VSP2917,B.1.525,5/24/2021,surveillance,99.5,2331,hCoV-19/USA/VSP2917/2021,MZ512948
VSP2918,B.1.526,5/24/2021,surveillance,99.3,797,hCoV-19/USA/VSP2918/2021,MZ512949
VSP2921,B.1.1.7,5/24/2021,surveillance,99.6,1302,hCoV-19/USA/VSP2921/2021,MZ512950
VSP2922,B.1.526,5/24/2021,surveillance,99.5,519,hCoV-19/USA/VSP2922/2021,MZ512951
VSP2923,B.1.1.7,5/24/2021,surveillance,99.7,1008,hCoV-19/USA/VSP2923/2021,MZ512952
VSP2924,B.1.1.7,5/24/2021,surveillance,99.6,1200,hCoV-19/USA/VSP2924/2021,MZ512953
VSP2925,B.1.637,5/24/2021,surveillance,98.3,208,hCoV-19/USA/VSP2925/2021,MZ512954
VSP2926,B.1.1.7,5/24/2021,surveillance,99.7,1453,hCoV-19/USA/VSP2926/2021,MZ512955
VSP2929,B.1.1.7,5/24/2021,surveillance,99.7,1427,hCoV-19/USA/VSP2929/2021,MZ512956
VSP2930,P.1.10,5/24/2021,surveillance,99.7,3092,hCoV-19/USA/VSP2930/2021,MZ512957
VSP2931,B.1.1.7,5/24/2021,surveillance,99.7,1023,hCoV-19/USA/VSP2931/2021,MZ512958
VSP2932,B.1.1.7,5/24/2021,surveillance,99.7,535,hCoV-19/USA/VSP2932/2021,MZ512959
VSP2933,B.1.526,5/24/2021,surveillance,99.7,2195,hCoV-19/USA/VSP2933/2021,MZ512960
VSP2934,B.1.637,5/24/2021,surveillance,98.9,2653,hCoV-19/USA/VSP2934/2021,MZ512961
VSP2936,B.1.617.2,5/24/2021,surveillance,99.7,3212,hCoV-19/USA/VSP2936/2021,MZ512963
VSP2937,B.1.1.7,5/24/2021,surveillance,99.7,1934,hCoV-19/USA/VSP2937/2021,MZ512964
VSP2938,B.1.617.2,5/24/2021,surveillance,97.8,848,hCoV-19/USA/VSP2938/2021,MZ512965
VSP2939,B.1.1.7,5/24/2021,surveillance,99.7,2317,hCoV-19/USA/VSP2939/2021,MZ512966
VSP2940,P.1,5/24/2021,surveillance,99.7,3097,hCoV-19/USA/VSP2940/2021,MZ512967
VSP2942,B.1.1.7,5/24/2021,surveillance,99.7,2535,hCoV-19/USA/VSP2942/2021,MZ512968
VSP2943,B.1.1.7,5/24/2021,surveillance,98.9,765,hCoV-19/USA/VSP2943/2021,MZ512969
VSP2944,B.1.1.7,5/24/2021,surveillance,99.7,2580,hCoV-19/USA/VSP2944/2021,MZ512970
VSP2945,B.1.214.2,5/24/2021,surveillance,99.7,2289,hCoV-19/USA/VSP2945/2021,MZ512971
VSP2946,B.1.1.7,5/24/2021,surveillance,99.7,3268,hCoV-19/USA/VSP2946/2021,MZ512972
VSP2947,B.1.526,5/24/2021,surveillance,99.6,842,hCoV-19/USA/VSP2947/2021,MZ512973
VSP2948,B.1.526,5/24/2021,surveillance,99.7,4074,hCoV-19/USA/VSP2948/2021,MZ512974
VSP2949,B.1.1.7,5/24/2021,surveillance,99.7,2808,hCoV-19/USA/VSP2949/2021,MZ512975
VSP2950,P.1,5/24/2021,surveillance,99.7,2552,hCoV-19/USA/VSP2950/2021,MZ512976
VSP2951,B.1.1.7,5/24/2021,surveillance,99.7,3538,hCoV-19/USA/VSP2951/2021,MZ512977
VSP2954,B.1.1.7,5/24/2021,surveillance,99.7,3229,hCoV-19/USA/VSP2954/2021,MZ512978
VSP2955,B.1.617.2,5/24/2021,surveillance,99.6,2543,hCoV-19/USA/VSP2955/2021,MZ512979
VSP2956,B.1.1.7,5/24/2021,surveillance,99.7,3467,hCoV-19/USA/VSP2956/2021,MZ512980
VSP2957,B.1.1.7,5/24/2021,surveillance,99.7,987,hCoV-19/USA/VSP2957/2021,MZ512981
VSP2958,B.1.1.7,5/24/2021,surveillance,99.7,874,hCoV-19/USA/VSP2958/2021,MZ512982
VSP2959,B.1.526,5/24/2021,surveillance,99.7,3003,hCoV-19/USA/VSP2959/2021,MZ512983
VSP2960,B.1.1.7,5/24/2021,surveillance,99.7,1220,hCoV-19/USA/VSP2960/2021,MZ512984
VSP2962,B.1.1.7,5/24/2021,surveillance,99.1,2657,hCoV-19/USA/VSP2962/2021,MZ512985
VSP2963,B.1.1.7,5/24/2021,surveillance,99.7,2625,hCoV-19/USA/VSP2963/2021,MZ512986
VSP2965,B.1.1.7,5/24/2021,surveillance,99.7,1477,hCoV-19/USA/VSP2965/2021,MZ512987
VSP3001,B.1.311,2/3/2021,surveillance,98.8,1535,hCoV-19/USA/PA-VSP3001/2021,OK246582
VSP3004,B.1.2,2/3/2021,surveillance,97.4,2264,hCoV-19/USA/NY-VSP3004/2021,
VSP3005,B.1.1,2/3/2021,surveillance,99.1,1611,hCoV-19/USA/PA-VSP3005/2021,OK246583
VSP3006,B.1.2,2/3/2021,surveillance,99.7,1674,hCoV-19/USA/PA-VSP3006/2021,OK246584
VSP3007,B.1.588,2/3/2021,surveillance,99.4,1997,hCoV-19/USA/PA-VSP3007/2021,OK246585
VSP3008,B.1.1,2/3/2021,surveillance,99.4,1638,hCoV-19/USA/PA-VSP3008/2021,OK246586
VSP3009,B.1.588,2/3/2021,surveillance,99.7,1315,hCoV-19/USA/PA-VSP3009/2021,OK246587
VSP3010,B.1,2/3/2021,surveillance,98.7,310,hCoV-19/USA/PA-VSP3010/2021,OK246588
VSP3011,B.1.596,2/3/2021,surveillance,99.2,1292,hCoV-19/USA/PA-VSP3011/2021,OK246589
VSP3012,B.1,2/3/2021,surveillance,99.7,1379,hCoV-19/USA/PA-VSP3012/2021,OK246590
VSP3013,B.1.2,2/3/2021,surveillance,98.9,2046,hCoV-19/USA/PA-VSP3013/2021,OK246591
VSP3014,B.1.1.348,2/3/2021,surveillance,99.4,973,hCoV-19/USA/PA-VSP3014/2021,OK246592
VSP3015,B.1,2/3/2021,surveillance,99.7,2033,hCoV-19/USA/PA-VSP3015/2021,OK246593
VSP3016,B.1.1.519,2/3/2021,surveillance,99.4,1721,hCoV-19/USA/PA-VSP3016/2021,OK246594
VSP3017,B.1.1,2/3/2021,surveillance,99.3,2497,hCoV-19/USA/PA-VSP3017/2021,OK246595
VSP3018,B.1.1,2/3/2021,surveillance,99,1732,hCoV-19/USA/PA-VSP3018/2021,OK246596
VSP3019,B.1.1.7,2/10/2021,surveillance,99.5,1146,hCoV-19/USA/PA-VSP3019/2021,OK246597
VSP3020,B.1.1.519,2/10/2021,surveillance,99.7,1575,hCoV-19/USA/PA-VSP3020/2021,OK246598
VSP3021,B.1,2/10/2021,surveillance,99.6,1452,hCoV-19/USA/PA-VSP3021/2021,OK246599
VSP3022,B.1.2,2/10/2021,surveillance,99.7,2095,hCoV-19/USA/PA-VSP3022/2021,OK246600
VSP3023,B.1.526,2/10/2021,surveillance,99.6,1364,hCoV-19/USA/PA-VSP3023/2021,OK246601
VSP3024,B.1,2/10/2021,surveillance,96.6,1508,hCoV-19/USA/NJ-VSP3024/2021,OK246602
VSP3025,B.1.1,2/10/2021,surveillance,99.6,1743,hCoV-19/USA/PA-VSP3025/2021,OK246603
VSP3026,B.1.526,2/10/2021,surveillance,99.5,2387,hCoV-19/USA/PA-VSP3026/2021,OK246604
VSP3027,B.1.1.519,2/10/2021,surveillance,99.7,2163,hCoV-19/USA/PA-VSP3027/2021,OK246605
VSP3028,R.1,2/10/2021,surveillance,99.5,1446,hCoV-19/USA/PA-VSP3028/2021,OK246606
VSP3029,B.1.311,2/10/2021,surveillance,99.7,1844,hCoV-19/USA/PA-VSP3029/2021,OK246607
VSP3031,B.1.243,2/10/2021,surveillance,99.7,3004,hCoV-19/USA/PA-VSP3031/2021,OK246608
VSP3032,B.1.637,3/3/2021,surveillance,99.4,8999,hCoV-19/USA/PA-VSP3032/2021,OK246609
VSP3034,B.1.2,3/3/2021,surveillance,99.6,1473,hCoV-19/USA/PA-VSP3034/2021,OK246610
VSP3035,B.1.2,3/3/2021,surveillance,99.7,32628,hCoV-19/USA/PA-VSP3035/2021,OK246611
VSP3036,B.1.1,3/3/2021,surveillance,99.6,401,hCoV-19/USA/PA-VSP3036/2021,OK246612
VSP3037,B.1.1.7,3/3/2021,surveillance,99.6,5819,hCoV-19/USA/PA-VSP3037/2021,OK246613
VSP3038,B.1.1.7,3/3/2021,surveillance,99.4,4969,hCoV-19/USA/PA-VSP3038/2021,OK246614
VSP3039,B.1.2,3/3/2021,surveillance,99.7,11612,hCoV-19/USA/PA-VSP3039/2021,OK246615
VSP3040,B.1.1.7,3/3/2021,surveillance,99.6,7386,hCoV-19/USA/PA-VSP3040/2021,OK246616
VSP3042,B.1.1,3/17/2021,surveillance,99.7,2247,hCoV-19/USA/PA-VSP3042/2021,OK246617
VSP3043,B.1.1.7,3/17/2021,surveillance,99.2,855,hCoV-19/USA/PA-VSP3043/2021,OK246618
VSP3044,B.1.637,3/17/2021,surveillance,99.4,2247,hCoV-19/USA/PA-VSP3044/2021,OK246619
VSP3045,B.1.2,3/17/2021,surveillance,99.5,1892,hCoV-19/USA/PA-VSP3045/2021,OK246620
VSP3046,R.1,3/17/2021,surveillance,99.5,781,hCoV-19/USA/PA-VSP3046/2021,OK246621
VSP3047,B.1.1.7,3/16/2021,surveillance,99.2,742,hCoV-19/USA/PA-VSP3047/2021,OK246622
VSP3048,B.1.1.7,3/16/2021,surveillance,99.2,844,hCoV-19/USA/PA-VSP3048/2021,OK246623
VSP3049,B.1.1.7,3/17/2021,surveillance,99.1,1405,hCoV-19/USA/PA-VSP3049/2021,OK246624
VSP3050,B.1.526,3/17/2021,surveillance,99.5,1639,hCoV-19/USA/PA-VSP3050/2021,OK246625
VSP3051,B.1.1.7,3/17/2021,surveillance,99,1073,hCoV-19/USA/PA-VSP3051/2021,OK246626
VSP3052,B.1.1.7,3/16/2021,surveillance,99.3,578,hCoV-19/USA/PA-VSP3052/2021,OK246627
VSP3053,B.1.526,3/17/2021,surveillance,99.3,290,hCoV-19/USA/PA-VSP3053/2021,OK246628
VSP3054,B.1.526,3/17/2021,surveillance,98.9,677,hCoV-19/USA/PA-VSP3054/2021,OK246629
VSP3055,R.1,3/17/2021,surveillance,98.7,132,hCoV-19/USA/PA-VSP3055/2021,OK246630
VSP3056,B.1.2,3/17/2021,surveillance,99.7,1715,hCoV-19/USA/PA-VSP3056/2021,OK246631
VSP3057,B.1.1.7,3/17/2021,surveillance,98.6,712,hCoV-19/USA/PA-VSP3057/2021,OK246632
VSP3058,B.1.1.7,3/24/2021,surveillance,99.2,1519,hCoV-19/USA/PA-VSP3058/2021,OK246633
VSP3059,B.1.1.7,3/24/2021,surveillance,99.2,1663,hCoV-19/USA/PA-VSP3059/2021,OK246634
VSP3060,B.1.1,3/24/2021,surveillance,99.4,632,hCoV-19/USA/PA-VSP3060/2021,OK246635
VSP3061,B.1.429,3/24/2021,surveillance,99.4,798,hCoV-19/USA/PA-VSP3061/2021,OK246636
VSP3062,B.1.526,3/24/2021,surveillance,99.5,1628,hCoV-19/USA/PA-VSP3062/2021,OK246637
VSP3063,B.1.1.7,3/24/2021,surveillance,99.3,1489,hCoV-19/USA/PA-VSP3063/2021,OK246638
VSP3064,B.1.526,3/24/2021,surveillance,99.7,1616,hCoV-19/USA/PA-VSP3064/2021,OK246639
VSP3065,B.1.1.7,3/24/2021,surveillance,99.3,563,hCoV-19/USA/PA-VSP3065/2021,OK246640
VSP3066,B.1.1.7,3/24/2021,surveillance,99.5,1180,hCoV-19/USA/PA-VSP3066/2021,OK246641
VSP3067,B.1.243,3/24/2021,surveillance,99.7,1218,hCoV-19/USA/PA-VSP3067/2021,OK246642
VSP3068,B.1.1.7,4/7/2021,surveillance,99.3,1134,hCoV-19/USA/PA-VSP3068/2021,OK246643
VSP3069,B.1.1.7,4/7/2021,surveillance,99,734,hCoV-19/USA/PA-VSP3069/2021,OK246644
VSP3070,B.1.1.7,4/7/2021,surveillance,98.5,379,hCoV-19/USA/PA-VSP3070/2021,OK246645
VSP3071,B.1.526,4/7/2021,surveillance,98.5,183,hCoV-19/USA/PA-VSP3071/2021,OK246646
VSP3072,P.1,4/14/2021,surveillance,99,648,hCoV-19/USA/PA-VSP3072/2021,OK246647
VSP3073,B.1.1.7,4/14/2021,surveillance,99.1,768,hCoV-19/USA/PA-VSP3073/2021,OK246648
VSP3074,B.1.1.7,4/14/2021,surveillance,99.2,415,hCoV-19/USA/PA-VSP3074/2021,OK246649
VSP3075,B.1.525,4/14/2021,surveillance,98.2,635,hCoV-19/USA/PA-VSP3075/2021,
VSP3076,B.1.1.7,4/14/2021,surveillance,99,548,hCoV-19/USA/PA-VSP3076/2021,OK246650
VSP3077,B.1.526,4/14/2021,surveillance,99.5,732,hCoV-19/USA/PA-VSP3077/2021,OK246651
VSP3078,B.1.1.7,4/14/2021,surveillance,99,694,hCoV-19/USA/PA-VSP3078/2021,OK246652
VSP3079,B.1.1.7,4/14/2021,surveillance,98.9,503,hCoV-19/USA/PA-VSP3079/2021,OK246653
VSP3080,B.1.1.7,4/14/2021,surveillance,99.2,459,hCoV-19/USA/PA-VSP3080/2021,OK246654
VSP3082,B.1.1.7,4/14/2021,surveillance,98.7,616,hCoV-19/USA/PA-VSP3082/2021,OK246655
VSP3083,B.1.1.7,4/14/2021,surveillance,99,426,hCoV-19/USA/PA-VSP3083/2021,OK246656
VSP3084,B.1.2,4/14/2021,surveillance,99.7,759,hCoV-19/USA/PA-VSP3084/2021,OK246657
VSP3085,B.1.1.7,4/14/2021,surveillance,98.9,366,hCoV-19/USA/PA-VSP3085/2021,OK246658
VSP3086,B.1.1.7,4/14/2021,surveillance,99.3,375,hCoV-19/USA/PA-VSP3086/2021,OK246659
VSP3087,B.1.526,4/14/2021,surveillance,99.3,824,hCoV-19/USA/PA-VSP3087/2021,OK246660
VSP3089,B.1.1.7,4/27/2021,surveillance,99.7,3858,hCoV-19/USA/PA-VSP3089/2021,OK246661
VSP3090,B.1.526,4/27/2021,surveillance,99.7,4076,hCoV-19/USA/PA-VSP3090/2021,OK246662
VSP3091,B.1.1.7,4/27/2021,surveillance,99.7,2999,hCoV-19/USA/PA-VSP3091/2021,OK246663
VSP3092,B.1.1.7,4/27/2021,surveillance,99.7,3158,hCoV-19/USA/PA-VSP3092/2021,OK246664
VSP3093,B.1.1.7,4/27/2021,surveillance,99.7,4710,hCoV-19/USA/PA-VSP3093/2021,OK246665
VSP3094,B.1.1.7,4/27/2021,surveillance,99.7,4186,hCoV-19/USA/PA-VSP3094/2021,OK246666
VSP3095,B.1.1.7,4/27/2021,surveillance,99.7,3400,hCoV-19/USA/PA-VSP3095/2021,OK246667
VSP3096,P.1.2,4/27/2021,surveillance,99.7,3877,hCoV-19/USA/PA-VSP3096/2021,OK246668
VSP3097,B.1.1.7,4/27/2021,surveillance,99.7,3026,hCoV-19/USA/PA-VSP3097/2021,OK246669
VSP3098,B.1.526,4/27/2021,surveillance,99.7,3626,hCoV-19/USA/PA-VSP3098/2021,OK246670
VSP3099,B.1.526,4/28/2021,surveillance,98.8,322,hCoV-19/USA/PA-VSP3099/2021,OK246671
VSP3100,B.1.1.7,4/28/2021,surveillance,99.7,3810,hCoV-19/USA/PA-VSP3100/2021,OK246672
VSP3101,B.1.1.7,4/28/2021,surveillance,99.7,2964,hCoV-19/USA/PA-VSP3101/2021,OK246673
VSP3102,B.1.1.7,6/18/2021,surveillance,99.6,762,hCoV-19/USA/PA-VSP3102/2021,OK246674
VSP3103,B.1.1.7,6/18/2021,surveillance,98.9,180,hCoV-19/USA/PA-VSP3103/2021,OK246675
VSP3104,B.1.526,6/18/2021,surveillance,99.7,626,hCoV-19/USA/PA-VSP3104/2021,OK246676
VSP3105,P.1,6/18/2021,surveillance,99.6,358,hCoV-19/USA/PA-VSP3105/2021,OK246677
VSP3106,B.1.1.7,6/18/2021,surveillance,99.4,271,hCoV-19/USA/PA-VSP3106/2021,OK246678
VSP3107,P.1,6/18/2021,surveillance,99.6,553,hCoV-19/USA/PA-VSP3107/2021,OK246679
VSP3114,B.1.1.434,12/29/2020,surveillance,99.7,3324,hCoV-19/USA/PA-VSP3114/2020,OK246683
VSP3115,B.1.1.434,1/4/2021,surveillance,99.7,3216,hCoV-19/USA/PA-VSP3115/2021,OK246684
VSP3117,B.1.243,1/4/2021,surveillance,98.7,462,hCoV-19/USA/PA-VSP3117/2021,OK246685
VSP3118,B.1.243,12/29/2020,surveillance,95.3,3274,hCoV-19/USA/PA-VSP3118/2020,
VSP3120,B.1.243,1/7/2021,surveillance,99.8,4508,hCoV-19/USA/PA-VSP3120/2021,OK246686
VSP3121,B.1.243,12/29/2020,surveillance,98.8,508,hCoV-19/USA/PA-VSP3121/2020,
VSP3122,B.1.2,1/6/2021,surveillance,99.7,2904,hCoV-19/USA/PA-VSP3122/2021,OK246687
VSP3128,B.1.582,12/24/2020,surveillance,97.8,1035,hCoV-19/USA/PA-VSP3128/2020,OK246689
VSP3130,B.1.243,1/5/2021,surveillance,95.7,1590,hCoV-19/USA/PA-VSP3130/2021,OK246690
VSP3131,B.1,12/30/2020,surveillance,97.8,2341,hCoV-19/USA/PA-VSP3131/2020,OK246691
VSP3132,B.1.409,12/24/2020,surveillance,98,1762,hCoV-19/USA/PA-VSP3132/2020,OK246692
VSP3135,B.1.243,12/30/2020,surveillance,97.3,834,hCoV-19/USA/PA-VSP3135/2020,OK246693
VSP3137,B.1,12/30/2020,surveillance,99.3,822,hCoV-19/USA/PA-VSP3137/2020,OK246694
VSP3138,B.1.2,12/30/2020,surveillance,99.7,1684,hCoV-19/USA/PA-VSP3138/2020,OK246695
VSP3140,B.1,1/5/2021,surveillance,97.2,1019,hCoV-19/USA/PA-VSP3140/2021,OK246696
VSP3141,B.1.243,1/4/2021,surveillance,99.7,2530,hCoV-19/USA/PA-VSP3141/2021,OK246697
VSP3142,B.1,1/5/2021,surveillance,98.8,1113,hCoV-19/USA/PA-VSP3142/2021,OK246698
VSP3143,B.1.1,12/29/2020,surveillance,95.2,1696,hCoV-19/USA/PA-VSP3143/2020,
VSP3145,B.1.1,12/24/2020,surveillance,97.5,1028,hCoV-19/USA/PA-VSP3145/2020,OK246699
VSP3146,B.1.243,2/3/2021,surveillance,99.7,1655,hCoV-19/USA/PA-VSP3146/2021,OK246700
VSP3147,B.1.596,2/3/2021,surveillance,99.7,1451,hCoV-19/USA/PA-VSP3147/2021,OK246701
VSP3148,B.1.243,1/3/2021,surveillance,99.7,1292,hCoV-19/USA/PA-VSP3148/2021,OK246702
VSP3149,B.1.596,2/3/2021,surveillance,99.7,1116,hCoV-19/USA/PA-VSP3149/2021,OK246703
VSP3150,B.1.596,1/20/2021,surveillance,97.8,206,hCoV-19/USA/PA-VSP3150/2021,OK246704
VSP3151,B.1.369,5/5/2020,surveillance,99.4,567,hCoV-19/USA/PA-VSP3151/2020,OK246705
VSP3152,B.1.369,5/27/2020,surveillance,99.7,287,hCoV-19/USA/PA-VSP3152/2020,OK246706
VSP3153,B.1,5/27/2020,surveillance,99,137,hCoV-19/USA/PA-VSP3153/2020,OK246707
VSP3154,B.1,5/27/2020,surveillance,99.7,493,hCoV-19/USA/PA-VSP3154/2020,OK246708
VSP3155,B.1.520,5/4/2020,surveillance,99.5,374,hCoV-19/USA/PA-VSP3155/2020,OK246709
VSP3156,B.1.564,5/5/2020,surveillance,99.7,295,hCoV-19/USA/PA-VSP3156/2020,OK246710
VSP3157,B.1.520,5/4/2020,surveillance,99.5,256,hCoV-19/USA/PA-VSP3157/2020,OK246711
VSP3158,B.1,4/23/2020,surveillance,99.7,498,hCoV-19/USA/PA-VSP3158/2020,OK246712
VSP3159,B.1,5/5/2020,surveillance,99.7,269,hCoV-19/USA/PA-VSP3159/2020,OK246713
VSP3160,B.1.369,4/23/2020,surveillance,99,614,hCoV-19/USA/PA-VSP3160/2020,OK246714
VSP3161,B.1.520,4/23/2020,surveillance,99.1,334,hCoV-19/USA/PA-VSP3161/2020,OK246715
VSP3162,B.1.311,2/5/2021,surveillance,99.4,659,hCoV-19/USA/PA-VSP3162/2021,OK246716
VSP3163,B.1.361,2/5/2021,surveillance,99.7,2011,hCoV-19/USA/PA-VSP3163/2021,OK246717
VSP3164,B.1,2/5/2021,surveillance,99.5,441,hCoV-19/USA/PA-VSP3164/2021,OK246718
VSP3169,B.1.311,3/16/2021,surveillance,99.4,793,hCoV-19/USA/PA-VSP3169/2021,OK246721
VSP3170,B.1.1.7,4/1/2021,surveillance,97.4,833,hCoV-19/USA/PA-VSP3170/2021,OK246722
VSP3181,B.1.1.7,3/24/2021,surveillance,99.3,557,hCoV-19/USA/PA-VSP3181/2021,OK246732
